,Star,Date,Style,Review
738,2.0,2021-05-01,베스트 셀러 팩,"Generally these are great, but I don’t believe some of the batches on amazon are authentic. Maybe some batches are authentic and some aren’t? Either way it’s a gamble. The most recent batch I purchased here made me sick, and I know it was the pods because I took a break from these and drank other dark coffee from my local coffee shops instead, and on those days I felt fine! It was specifically on the days I drank these coffee pods that I felt sick immediately after. Very strange. I’ve had these pods before and they didn’t cause this issue. So bad batch? I wouldn’t order them from amazon again."
739,5.0,2018-05-07,베스트 셀러 팩,Always great and ships quickly.
740,5.0,2020-11-09,베스트 셀러 팩,"Good stuff
Oh yeah Baby! Oh yeah!"
741,5.0,2021-03-01,베스트 셀러 팩,"Nespresso is Great tasting coffee! It's not especially inexpensive, but less expensive than purchasing coffee from drive thrus. Not to mention, Nespresso is better than most restaurants."
742,5.0,2021-03-08,베스트 셀러 팩,It is a rich and delightful coffee.
743,5.0,2022-03-10,베스트 셀러 팩,Amazing product but very expensive. Its like buying a cup of coffee from McDonalds or something as such
744,5.0,2018-08-07,베스트 셀러 팩,Bought as a gift for a friend. Very expensive. Tastes good.
745,5.0,2020-01-30,베스트 셀러 팩,Good but pricey
746,5.0,2020-01-03,베스트 셀러 팩,"A bit pricey, but very good tasting coffee."
747,4.0,2020-06-28,베스트 셀러 팩,The delivery is not good at all. Leaving it in the middle of the driveway in a rain storm is not acceptable . The covered front porch would have been better! So disappointed in Prime Delivery :( :(
748,5.0,2021-07-08,베스트 셀러 팩,Great quality product
749,5.0,2020-10-20,베스트 셀러 팩,So happy with these. Someone walks in and I can offer a coffee or cappuccino or express and don’t have to make a pot of coffee. I find myself having afternoon cappuccino. Really love this coffee.
750,5.0,2020-12-19,베스트 셀러 팩,Loving the flavors nice and rich
751,3.0,2019-05-07,베스트 셀러 팩,"For $1 per cup, the flavor was average"
752,5.0,2021-02-14,베스트 셀러 팩,"I've enjoyed many of the Virtuo line capsules. Every one has been even better than any coffee shop. My favorite coffee to order when out of the home is the Flat White. These capsules and machine brew the best comparable espresso I've had. I'm spending less, and, staying home for a superb cup of yum happiness. Love my coffee!"
753,5.0,2021-04-19,베스트 셀러 팩,"I’ve had my Nespersso coffee maker for almost a year now and for me this three variety package does the trick. Easy to order fast delivery no hassle!

Just another update: I can’t get over how fantastic this Vertuoline coffee is. I’ve even tried refilling the capsules with my own coffee but can’t achieve the quality of Nespresso Vertuoline!"
754,5.0,2021-03-08,베스트 셀러 팩,"I like this for the flavors but they started putting them in a different box were you open the end and the pods are loose, I liked them in the sleeve they used to be in better! I buy these monthly!"
755,5.0,2021-01-04,베스트 셀러 팩,"Delicioso sabor , excelente embalaje !"
756,5.0,2018-08-07,베스트 셀러 팩,I needed coffee
757,5.0,2020-01-30,베스트 셀러 팩,I love Nespresso coffee. These flavors are the staple flavors for Nespresso. It's fun to get some of the limited edition flavors but these flavors are always good.
758,5.0,2019-12-27,베스트 셀러 팩,Love this stuff. I have a pod or two every morning. 10 times better than K cups.
759,5.0,2020-02-09,베스트 셀러 팩,Simply the best. I wonder how I could pick my own flavors instead.
760,5.0,2019-10-23,베스트 셀러 팩,"Received in great condition. Great value, definitely will be reordering"
761,5.0,2021-03-17,베스트 셀러 팩,Good variety to find your favorite coffee.
762,5.0,2020-10-07,베스트 셀러 팩,Love my Nespresso and the capsules!!
763,5.0,2020-08-22,베스트 셀러 팩,"We like the richness of the Nespresso coffee, little pricey"
764,5.0,2021-06-26,베스트 셀러 팩,Great flavor with amazing price!
765,5.0,2021-02-14,베스트 셀러 팩,"My husband and I prefer different tastes when it comes to coffee; I like a bold flavor and drink mine black, while he likes his light and sweet. We have tried several Nespresso Vertuoline variety packs and this combination is by far our favorite. Plus, the pods always arrive in perfect condition due to Nespresso's unique packaging."
766,5.0,2020-11-15,베스트 셀러 팩,Very tasty pods. Classic pack that pairs well with any creamer.
767,5.0,2021-02-28,베스트 셀러 팩,"This is a good variety pack. If you don’t know which flavor you’d like, this pack has the best 3 flavors."
768,5.0,2018-08-07,베스트 셀러 팩,This is a great starter pack for new users and a great blend to have on hand for guests and everyday drinkers. Mixes well with milk and syrups .
769,5.0,2020-01-30,베스트 셀러 팩,Good price and great coffee.
770,5.0,2021-01-18,베스트 셀러 팩,"If you like strong coffee like I do, than this is a great trio. Will definitely buy again"
771,5.0,2020-05-31,베스트 셀러 팩,Great mix
772,5.0,2020-05-24,베스트 셀러 팩,A perfect cup of coffee... I love all the flavors
773,5.0,2021-06-28,베스트 셀러 팩,"Outside of using my french press, there is nothing better than the nespresso and these are great coffee.

If you don't use them - you must try at least once and you will get hooked"
774,5.0,2021-02-06,베스트 셀러 팩,Love the flavor and all the different flavors ...
775,5.0,2021-07-06,베스트 셀러 팩,Great coffee great price
776,5.0,2020-10-17,베스트 셀러 팩,"Once again great flavor Coffee, from a medium to strong,all three flavors are very good"
777,5.0,2020-11-13,베스트 셀러 팩,perfect give for coffee lovers who own a nespresso.
778,5.0,2020-07-20,베스트 셀러 팩,Some of the stronger flavors have a bit of an aftertaste.
779,5.0,2021-01-21,베스트 셀러 팩,"I don't like the hazelnut flavor , it's odd tasting to me . Otherwise it's fabulous coffee , makes my morning so much better !"
780,5.0,2018-08-07,베스트 셀러 팩,Absolutely my favorite coffee hands down!
781,5.0,2020-01-30,베스트 셀러 팩,I enjoyed expanding my coffee taste buds by trying two new flavors!
782,5.0,2021-06-14,베스트 셀러 팩,The favors tastes great!!! Coffee is wonderful.
783,5.0,2021-01-27,베스트 셀러 팩,This is the best tasting coffee I have ever found.It is delicious! I can't say enough It is expensive but so worth it.Wish they came in recyclable containers.
784,5.0,2021-05-06,베스트 셀러 팩,"Flavorful, strong, and rich but pricey..."
785,5.0,2020-12-11,베스트 셀러 팩,Awesome!
786,5.0,2021-03-08,베스트 셀러 팩,Wil order again
787,5.0,2019-12-31,베스트 셀러 팩,Good coffee. Arrived on time
788,5.0,2020-03-09,베스트 셀러 팩,"I use it instead of buying Starbucks everyday. I use it once in the morning and I'm good all day. Being a nurse with long hours, this has been a great buy for me."
789,3.0,2021-04-11,베스트 셀러 팩,I bought this thinking that the entire family could enjoy. I now come to realize that the chocolate pods are compatible with all Nespresso machines except this one. When will Nespresso make Chocolate pods for this particular machine?
790,5.0,2021-06-24,베스트 셀러 팩,Love this for my nespresso machine! Ive reordered it many times and have had no issues so far. Comes in pretty packages boxes and i love the flavors. So easy to order off amazon
791,4.0,2021-04-14,베스트 셀러 팩,"I was super excited when I ordered these only to open the box and find them damaged. These are too expensive to be damaged. I noticed other customers had this same issue. I am not sure how to contact the seller regarding this.

Other than the damage, this product is awesome!"
792,5.0,2018-08-07,베스트 셀러 팩,10 out of 10. You need this in your life. It is amazing.
793,5.0,2020-01-30,베스트 셀러 팩,"Rich, great flavor!!"
794,5.0,2020-11-16,베스트 셀러 팩,"I'm more than happy with my Nespresso pods. I've gotten both the coffee and the espresso capsules. While the total cost seems expensive, the individual cup cost and taste is better than any coffee shop."
795,5.0,2021-01-24,베스트 셀러 팩,Received them all in good shape and tasted great. No damaged pods in my package like other reviewers had stated. Would order nespresso pods on amazon again.
796,5.0,2021-06-06,베스트 셀러 팩,Great tasting coffee every cup has delivered consistent quality.
797,5.0,2022-06-14,베스트 셀러 팩,I like it in my opinion.
798,5.0,2019-12-17,베스트 셀러 팩,Love this coffee!
799,5.0,2020-01-28,베스트 셀러 팩,X
800,3.0,2019-05-15,베스트 셀러 팩,We purchased these pods from amazon and they are not fresh. They have production date of May and we are almost in November. When I purchase from Nespresso website it is off by a few months but this is off by six months
801,5.0,2021-06-05,베스트 셀러 팩,"These pods have a nice, smooth flavor that isn’t too strong. Since I’m drinking only one cup in the morning and maybe in the afternoon, it works great for me."
802,5.0,2020-07-03,베스트 셀러 팩,Good combination of flavors
803,5.0,2021-06-03,베스트 셀러 팩,Very good
804,5.0,2018-08-07,베스트 셀러 팩,These are delicious! All the flavors are great.
805,4.0,2020-01-30,베스트 셀러 팩,love this combination
806,3.0,2021-06-03,베스트 셀러 팩,coffee tastes okay but most of the packs I received were expired or close to expiration
807,5.0,2021-02-11,베스트 셀러 팩,Really good-tasting coffee with terrible environmental impact. So much waste! I bought these along with foil adhesive lids so you can reuse the pods with your own loose coffee.
808,5.0,2021-06-15,베스트 셀러 팩,The price was the same as buying from Nespresso directly. The flavor and appearance were the same. Good deal considering it was prime and available immediately.
809,5.0,2020-01-02,베스트 셀러 팩,Esta buenisimo este Cafe me encanta
810,5.0,2021-05-25,베스트 셀러 팩,Good quality I definitely buy them again and I will
811,5.0,2019-12-11,베스트 셀러 팩,Love the flavors
812,5.0,2021-03-26,베스트 셀러 팩,It’s coffee. In pods.
813,4.0,2021-05-12,베스트 셀러 팩,Didn't care for 10 & 11
814,5.0,2021-02-26,베스트 셀러 팩,The capsules were fresh and not stale! Very satisfied!
815,5.0,2020-07-14,베스트 셀러 팩,Strong
816,3.0,2018-08-07,베스트 셀러 팩,"These capsules are not individually labeled, so if you take them out of the box, so can only identify by color (teal, dark green an gold)

I'm guessing this may be an international version meant for non-english speaking countries?

Once I put them in my holder, I had no idea, so I just kept these in the cardboard boxes.

I didn't care for the taste of these. They were not as full as other capsules I'm used to."
